CCG,DRUGNAME,YEARMONTH,TOTAL
WIGAN BOROUGH,Rivastigmine,2015-03-01,6254.0
WIGAN BOROUGH,Rivastigmine,2015-04-01,5308.0
WIGAN BOROUGH,Rivastigmine,2015-05-01,6002.0
WIGAN BOROUGH,Rivastigmine,2015-06-01,6612.0
WIGAN BOROUGH,Rivastigmine,2015-07-01,7218.0
WIGAN BOROUGH,Rivastigmine,2015-08-01,6595.0
WIGAN BOROUGH,Rivastigmine,2015-09-01,7379.0
WIGAN BOROUGH,Rivastigmine,2015-10-01,6630.0
WIGAN BOROUGH,Rivastigmine,2015-11-01,6268.0
WIGAN BOROUGH,Rivastigmine,2015-12-01,7458.0
WIGAN BOROUGH,Rivastigmine,2016-01-01,6226.0
WIGAN BOROUGH,Rivastigmine,2016-02-01,6466.0
WIGAN BOROUGH,Rivastigmine,2016-03-01,6126.0
WIGAN BOROUGH,Rivastigmine,2016-04-01,7162.0
WIGAN BOROUGH,Rivastigmine,2016-05-01,5502.0
WIGAN BOROUGH,Rivastigmine,2016-06-01,6847.0
WIGAN BOROUGH,Rivastigmine,2016-07-01,6292.0
WIGAN BOROUGH,Rivastigmine,2016-08-01,6243.0
WIGAN BOROUGH,Rivastigmine,2016-09-01,8131.0
WIGAN BOROUGH,Rivastigmine,2016-10-01,5254.0
WIGAN BOROUGH,Rivastigmine,2016-11-01,7148.0
WIGAN BOROUGH,Rivastigmine,2016-12-01,6812.0
WIGAN BOROUGH,Rivastigmine,2017-01-01,5902.0
WIGAN BOROUGH,Rivastigmine,2017-02-01,6118.0
WIGAN BOROUGH,Rivastigmine,2017-03-01,7233.0
WIGAN BOROUGH,Rivastigmine,2017-04-01,6078.0
WIGAN BOROUGH,Rivastigmine,2017-05-01,6845.0
WIGAN BOROUGH,Rivastigmine,2017-06-01,6700.0
WIGAN BOROUGH,Rivastigmine,2017-07-01,6790.0
WIGAN BOROUGH,Rivastigmine,2017-08-01,6874.0
WIGAN BOROUGH,Rivastigmine,2017-09-01,5986.0
WIGAN BOROUGH,Rivastigmine,2017-10-01,7814.0
WIGAN BOROUGH,Rivastigmine,2017-11-01,6596.0
WIGAN BOROUGH,Rivastigmine,2017-12-01,6978.0
WIGAN BOROUGH,Rivastigmine,2018-01-01,7337.0
WIGAN BOROUGH,Rivastigmine,2018-02-01,6440.0
WIGAN BOROUGH,Rivastigmine,2018-03-01,6146.0
WIGAN BOROUGH,Rivastigmine,2018-04-01,6601.0
WIGAN BOROUGH,Rivastigmine,2018-05-01,6834.0
WIGAN BOROUGH,Rivastigmine,2018-06-01,6408.0
WIGAN BOROUGH,Rivastigmine,2018-07-01,7016.0
WIGAN BOROUGH,Rivastigmine,2018-08-01,6848.0
WIGAN BOROUGH,Rivastigmine,2018-09-01,6955.0
WIGAN BOROUGH,Rivastigmine,2018-10-01,6855.0
WIGAN BOROUGH,Rivastigmine,2018-11-01,6501.0
WIGAN BOROUGH,Rivastigmine,2018-12-01,7073.0
WIGAN BOROUGH,Rivastigmine,2019-01-01,6881.0
WIGAN BOROUGH,Rivastigmine,2019-02-01,6662.0
WIGAN BOROUGH,Rivastigmine,2019-03-01,6713.0
WIGAN BOROUGH,Rivastigmine,2019-04-01,6850.0
WIGAN BOROUGH,Rivastigmine,2019-05-01,7524.0
WIGAN BOROUGH,Rivastigmine,2019-06-01,6003.0
WIGAN BOROUGH,Rivastigmine,2019-07-01,7708.0
WIGAN BOROUGH,Rivastigmine,2019-08-01,7318.0
WIGAN BOROUGH,Rivastigmine,2019-09-01,7397.0
WIGAN BOROUGH,Rivastigmine,2019-10-01,7354.0
WIGAN BOROUGH,Rivastigmine,2019-11-01,7093.0
WIGAN BOROUGH,Rivastigmine,2019-12-01,7552.0
WIGAN BOROUGH,Rivastigmine,2020-01-01,7274.0
WIGAN BOROUGH,Rivastigmine,2020-02-01,7715.0
WIGAN BOROUGH,Rivastigmine,2020-03-01,6522.0
WIGAN BOROUGH,Rivastigmine,2020-04-01,7083.0
WIGAN BOROUGH,Rivastigmine,2020-05-01,7212.0
WIGAN BOROUGH,Rivastigmine,2020-06-01,6610.0
WIGAN BOROUGH,Rivastigmine,2020-07-01,7250.0
WIGAN BOROUGH,Rivastigmine,2020-08-01,6391.0
WIGAN BOROUGH,Rivastigmine,2020-09-01,6891.0
WIGAN BOROUGH,Rivastigmine,2020-10-01,6163.0
WIGAN BOROUGH,Rivastigmine,2020-11-01,7465.0
WIGAN BOROUGH,Rivastigmine,2020-12-01,7831.0
