CCG,DRUGNAME,YEARMONTH,TOTAL
TRAFFORD,Galantamine,2015-11-01,2114.0
TRAFFORD,Galantamine,2015-12-01,2668.0
TRAFFORD,Galantamine,2016-01-01,2199.0
TRAFFORD,Galantamine,2016-02-01,1842.0
TRAFFORD,Galantamine,2016-03-01,2437.0
TRAFFORD,Galantamine,2016-04-01,2564.0
TRAFFORD,Galantamine,2016-05-01,1742.0
TRAFFORD,Galantamine,2016-06-01,2699.0
TRAFFORD,Galantamine,2016-07-01,1625.0
TRAFFORD,Galantamine,2016-08-01,1912.0
TRAFFORD,Galantamine,2016-09-01,2068.0
TRAFFORD,Galantamine,2016-10-01,2763.0
TRAFFORD,Galantamine,2016-11-01,1789.0
TRAFFORD,Galantamine,2016-12-01,1527.0
TRAFFORD,Galantamine,2017-01-01,1502.0
TRAFFORD,Galantamine,2017-02-01,1031.0
TRAFFORD,Galantamine,2017-03-01,1377.0
TRAFFORD,Galantamine,2017-04-01,1297.0
TRAFFORD,Galantamine,2017-05-01,1429.0
TRAFFORD,Galantamine,2017-06-01,1145.0
TRAFFORD,Galantamine,2017-07-01,1181.0
TRAFFORD,Galantamine,2017-08-01,1163.0
TRAFFORD,Galantamine,2017-09-01,1271.0
TRAFFORD,Galantamine,2017-10-01,1229.0
TRAFFORD,Galantamine,2017-11-01,1418.0
TRAFFORD,Galantamine,2017-12-01,1036.0
TRAFFORD,Galantamine,2018-01-01,742.0
TRAFFORD,Galantamine,2018-02-01,861.0
TRAFFORD,Galantamine,2018-03-01,977.0
TRAFFORD,Galantamine,2018-04-01,1145.0
TRAFFORD,Galantamine,2018-05-01,851.0
TRAFFORD,Galantamine,2018-06-01,1278.0
TRAFFORD,Galantamine,2018-07-01,742.0
TRAFFORD,Galantamine,2018-08-01,1840.0
TRAFFORD,Galantamine,2018-09-01,1335.0
TRAFFORD,Galantamine,2018-10-01,1868.0
TRAFFORD,Galantamine,2018-11-01,1282.0
TRAFFORD,Galantamine,2018-12-01,1359.0
TRAFFORD,Galantamine,2019-01-01,1556.0
TRAFFORD,Galantamine,2019-02-01,700.0
TRAFFORD,Galantamine,2019-03-01,1156.0
TRAFFORD,Galantamine,2019-04-01,953.0
TRAFFORD,Galantamine,2019-05-01,1289.0
TRAFFORD,Galantamine,2019-06-01,1142.0
TRAFFORD,Galantamine,2019-07-01,1240.0
TRAFFORD,Galantamine,2019-08-01,1423.0
TRAFFORD,Galantamine,2019-09-01,1219.0
TRAFFORD,Galantamine,2019-10-01,1114.0
TRAFFORD,Galantamine,2019-11-01,1163.0
TRAFFORD,Galantamine,2019-12-01,960.0
TRAFFORD,Galantamine,2020-01-01,1149.0
TRAFFORD,Galantamine,2020-02-01,777.0
TRAFFORD,Galantamine,2020-03-01,991.0
TRAFFORD,Galantamine,2020-04-01,891.0
TRAFFORD,Galantamine,2020-05-01,779.0
TRAFFORD,Galantamine,2020-06-01,879.0
TRAFFORD,Galantamine,2020-07-01,1056.0
TRAFFORD,Galantamine,2020-08-01,630.0
TRAFFORD,Galantamine,2020-09-01,1356.0
TRAFFORD,Galantamine,2020-10-01,630.0
TRAFFORD,Galantamine,2020-11-01,679.0
TRAFFORD,Galantamine,2020-12-01,1012.0
TRAFFORD,Memantine,2014-01-01,12086.0
TRAFFORD,Memantine,2014-02-01,11746.0
TRAFFORD,Memantine,2014-03-01,12058.0
TRAFFORD,Memantine,2014-04-01,14047.0
TRAFFORD,Memantine,2014-05-01,13583.0
TRAFFORD,Memantine,2014-06-01,13243.0
TRAFFORD,Memantine,2014-07-01,14425.0
TRAFFORD,Memantine,2014-08-01,14063.0
TRAFFORD,Memantine,2014-09-01,14065.0
TRAFFORD,Memantine,2014-10-01,16232.0
TRAFFORD,Memantine,2014-11-01,14677.0
TRAFFORD,Memantine,2014-12-01,15521.0
TRAFFORD,Memantine,2015-01-01,15059.0
TRAFFORD,Memantine,2015-02-01,13900.0
TRAFFORD,Memantine,2015-03-01,15396.0
TRAFFORD,Memantine,2015-04-01,14862.0
TRAFFORD,Memantine,2015-05-01,13760.0
TRAFFORD,Memantine,2015-06-01,15252.0
TRAFFORD,Memantine,2015-07-01,15067.0
TRAFFORD,Memantine,2015-08-01,15478.0
TRAFFORD,Memantine,2015-09-01,15843.0
TRAFFORD,Memantine,2015-10-01,15873.0
TRAFFORD,Memantine,2015-11-01,15531.0
TRAFFORD,Memantine,2015-12-01,17397.0
TRAFFORD,Memantine,2016-01-01,15370.0
TRAFFORD,Memantine,2016-02-01,15392.0
TRAFFORD,Memantine,2016-03-01,15892.0
TRAFFORD,Memantine,2016-04-01,17176.0
TRAFFORD,Memantine,2016-05-01,15944.0
TRAFFORD,Memantine,2016-06-01,18836.0
TRAFFORD,Memantine,2016-07-01,14678.0
TRAFFORD,Memantine,2016-08-01,18737.0
TRAFFORD,Memantine,2016-09-01,17313.0
TRAFFORD,Memantine,2016-10-01,17727.0
TRAFFORD,Memantine,2016-11-01,18758.0
TRAFFORD,Memantine,2016-12-01,17997.0
TRAFFORD,Memantine,2017-01-01,18578.0
TRAFFORD,Memantine,2017-02-01,16759.0
TRAFFORD,Memantine,2017-03-01,20159.0
TRAFFORD,Memantine,2017-04-01,19726.0
TRAFFORD,Memantine,2017-05-01,19626.0
TRAFFORD,Memantine,2017-06-01,20556.0
TRAFFORD,Memantine,2017-07-01,19571.0
TRAFFORD,Memantine,2017-08-01,21361.0
TRAFFORD,Memantine,2017-09-01,20261.0
TRAFFORD,Memantine,2017-10-01,21857.0
TRAFFORD,Memantine,2017-11-01,21693.0
TRAFFORD,Memantine,2017-12-01,19099.0
TRAFFORD,Memantine,2018-01-01,20955.0
TRAFFORD,Memantine,2018-02-01,19423.0
TRAFFORD,Memantine,2018-03-01,20083.0
TRAFFORD,Memantine,2018-04-01,20696.0
TRAFFORD,Memantine,2018-05-01,20152.0
TRAFFORD,Memantine,2018-06-01,19739.0
TRAFFORD,Memantine,2018-07-01,20453.0
TRAFFORD,Memantine,2018-08-01,20589.0
TRAFFORD,Memantine,2018-09-01,18495.0
TRAFFORD,Memantine,2018-10-01,20722.0
TRAFFORD,Memantine,2018-11-01,21433.0
TRAFFORD,Memantine,2018-12-01,19586.0
TRAFFORD,Memantine,2019-01-01,20784.0
TRAFFORD,Memantine,2019-02-01,16446.0
TRAFFORD,Memantine,2019-03-01,20303.0
TRAFFORD,Memantine,2019-04-01,19366.0
TRAFFORD,Memantine,2019-05-01,21872.0
TRAFFORD,Memantine,2019-06-01,19307.0
TRAFFORD,Memantine,2019-07-01,20553.0
TRAFFORD,Memantine,2019-08-01,21276.0
TRAFFORD,Memantine,2019-09-01,21920.0
TRAFFORD,Memantine,2019-10-01,23575.0
TRAFFORD,Memantine,2019-11-01,22227.0
TRAFFORD,Memantine,2019-12-01,23567.0
TRAFFORD,Memantine,2020-01-01,21907.0
TRAFFORD,Memantine,2020-02-01,20669.0
TRAFFORD,Memantine,2020-03-01,22713.0
TRAFFORD,Memantine,2020-04-01,21464.0
TRAFFORD,Memantine,2020-05-01,19277.0
TRAFFORD,Memantine,2020-06-01,20804.0
TRAFFORD,Memantine,2020-07-01,20057.0
TRAFFORD,Memantine,2020-08-01,19392.0
TRAFFORD,Memantine,2020-09-01,19353.0
TRAFFORD,Memantine,2020-10-01,18342.0
TRAFFORD,Memantine,2020-11-01,19887.0
TRAFFORD,Memantine,2020-12-01,19927.0
TRAFFORD,Rivastigmine,2014-01-01,5873.0
TRAFFORD,Rivastigmine,2014-02-01,5529.0
TRAFFORD,Rivastigmine,2014-03-01,5494.0
TRAFFORD,Rivastigmine,2014-04-01,5484.0
TRAFFORD,Rivastigmine,2014-05-01,5720.0
TRAFFORD,Rivastigmine,2014-06-01,5256.0
TRAFFORD,Rivastigmine,2014-07-01,5145.0
TRAFFORD,Rivastigmine,2014-08-01,5748.0
TRAFFORD,Rivastigmine,2014-09-01,5202.0
TRAFFORD,Rivastigmine,2014-10-01,5363.0
TRAFFORD,Rivastigmine,2014-11-01,4655.0
TRAFFORD,Rivastigmine,2014-12-01,5612.0
TRAFFORD,Rivastigmine,2015-01-01,5634.0
TRAFFORD,Rivastigmine,2015-02-01,5474.0
TRAFFORD,Rivastigmine,2015-03-01,5077.0
TRAFFORD,Rivastigmine,2015-04-01,5564.0
TRAFFORD,Rivastigmine,2015-05-01,5159.0
TRAFFORD,Rivastigmine,2015-06-01,5263.0
TRAFFORD,Rivastigmine,2015-07-01,5691.0
TRAFFORD,Rivastigmine,2015-08-01,4793.0
TRAFFORD,Rivastigmine,2015-09-01,5684.0
TRAFFORD,Rivastigmine,2015-10-01,5926.0
TRAFFORD,Rivastigmine,2015-11-01,6599.0
TRAFFORD,Rivastigmine,2015-12-01,6707.0
TRAFFORD,Rivastigmine,2016-01-01,5402.0
TRAFFORD,Rivastigmine,2016-02-01,5150.0
TRAFFORD,Rivastigmine,2016-03-01,5023.0
TRAFFORD,Rivastigmine,2016-04-01,5514.0
TRAFFORD,Rivastigmine,2016-05-01,5292.0
TRAFFORD,Rivastigmine,2016-06-01,5654.0
TRAFFORD,Rivastigmine,2016-07-01,5081.0
TRAFFORD,Rivastigmine,2016-08-01,5888.0
TRAFFORD,Rivastigmine,2016-09-01,6038.0
TRAFFORD,Rivastigmine,2016-10-01,6389.0
TRAFFORD,Rivastigmine,2016-11-01,6585.0
TRAFFORD,Rivastigmine,2016-12-01,7105.0
TRAFFORD,Rivastigmine,2017-01-01,7068.0
TRAFFORD,Rivastigmine,2017-02-01,5381.0
TRAFFORD,Rivastigmine,2017-03-01,6841.0
TRAFFORD,Rivastigmine,2017-04-01,6309.0
TRAFFORD,Rivastigmine,2017-05-01,6223.0
TRAFFORD,Rivastigmine,2017-06-01,6221.0
TRAFFORD,Rivastigmine,2017-07-01,5876.0
TRAFFORD,Rivastigmine,2017-08-01,6016.0
TRAFFORD,Rivastigmine,2017-09-01,6216.0
TRAFFORD,Rivastigmine,2017-10-01,6241.0
TRAFFORD,Rivastigmine,2017-11-01,6418.0
TRAFFORD,Rivastigmine,2017-12-01,6906.0
TRAFFORD,Rivastigmine,2018-01-01,6414.0
TRAFFORD,Rivastigmine,2018-02-01,5775.0
TRAFFORD,Rivastigmine,2018-03-01,6641.0
TRAFFORD,Rivastigmine,2018-04-01,7303.0
TRAFFORD,Rivastigmine,2018-05-01,7235.0
TRAFFORD,Rivastigmine,2018-06-01,7487.0
TRAFFORD,Rivastigmine,2018-07-01,7004.0
TRAFFORD,Rivastigmine,2018-08-01,6420.0
TRAFFORD,Rivastigmine,2018-09-01,6295.0
TRAFFORD,Rivastigmine,2018-10-01,7392.0
TRAFFORD,Rivastigmine,2018-11-01,6477.0
TRAFFORD,Rivastigmine,2018-12-01,6489.0
TRAFFORD,Rivastigmine,2019-01-01,6858.0
TRAFFORD,Rivastigmine,2019-02-01,5085.0
TRAFFORD,Rivastigmine,2019-03-01,6928.0
TRAFFORD,Rivastigmine,2019-04-01,6382.0
TRAFFORD,Rivastigmine,2019-05-01,8060.0
TRAFFORD,Rivastigmine,2019-06-01,7458.0
TRAFFORD,Rivastigmine,2019-07-01,7180.0
TRAFFORD,Rivastigmine,2019-08-01,7289.0
TRAFFORD,Rivastigmine,2019-09-01,7394.0
TRAFFORD,Rivastigmine,2019-10-01,7967.0
TRAFFORD,Rivastigmine,2019-11-01,7144.0
TRAFFORD,Rivastigmine,2019-12-01,7610.0
TRAFFORD,Rivastigmine,2020-01-01,8014.0
TRAFFORD,Rivastigmine,2020-02-01,6864.0
TRAFFORD,Rivastigmine,2020-03-01,8388.0
TRAFFORD,Rivastigmine,2020-04-01,8126.0
TRAFFORD,Rivastigmine,2020-05-01,6709.0
TRAFFORD,Rivastigmine,2020-06-01,8162.0
TRAFFORD,Rivastigmine,2020-07-01,7374.0
TRAFFORD,Rivastigmine,2020-08-01,7640.0
TRAFFORD,Rivastigmine,2020-09-01,8232.0
TRAFFORD,Rivastigmine,2020-10-01,8256.0
TRAFFORD,Rivastigmine,2020-11-01,8451.0
TRAFFORD,Rivastigmine,2020-12-01,7701.0
WIGAN BOROUGH,Donepezil,2014-01-01,19481.0
WIGAN BOROUGH,Donepezil,2014-02-01,17109.0
WIGAN BOROUGH,Donepezil,2014-03-01,17953.0
WIGAN BOROUGH,Donepezil,2014-04-01,19920.0
WIGAN BOROUGH,Donepezil,2014-05-01,19239.0
WIGAN BOROUGH,Donepezil,2014-06-01,18974.0
WIGAN BOROUGH,Donepezil,2014-07-01,19433.0
WIGAN BOROUGH,Donepezil,2014-08-01,19194.0
WIGAN BOROUGH,Donepezil,2014-09-01,20501.0
WIGAN BOROUGH,Donepezil,2014-10-01,21272.0
WIGAN BOROUGH,Donepezil,2014-11-01,18808.0
WIGAN BOROUGH,Donepezil,2014-12-01,21028.0
WIGAN BOROUGH,Donepezil,2015-01-01,21171.0
WIGAN BOROUGH,Donepezil,2015-02-01,18656.0
WIGAN BOROUGH,Donepezil,2015-03-01,20025.0
WIGAN BOROUGH,Donepezil,2015-04-01,20619.0
WIGAN BOROUGH,Donepezil,2015-05-01,19854.0
WIGAN BOROUGH,Donepezil,2015-06-01,19541.0
WIGAN BOROUGH,Donepezil,2015-07-01,22395.0
WIGAN BOROUGH,Donepezil,2015-08-01,19251.0
WIGAN BOROUGH,Donepezil,2015-09-01,21504.0
WIGAN BOROUGH,Donepezil,2015-10-01,21192.0
WIGAN BOROUGH,Donepezil,2015-11-01,20878.0
WIGAN BOROUGH,Donepezil,2015-12-01,23491.0
WIGAN BOROUGH,Donepezil,2016-01-01,20208.0
WIGAN BOROUGH,Donepezil,2016-02-01,19965.0
WIGAN BOROUGH,Donepezil,2016-03-01,21111.0
WIGAN BOROUGH,Donepezil,2016-04-01,22105.0
WIGAN BOROUGH,Donepezil,2016-05-01,21260.0
WIGAN BOROUGH,Donepezil,2016-06-01,22289.0
WIGAN BOROUGH,Donepezil,2016-07-01,21586.0
WIGAN BOROUGH,Donepezil,2016-08-01,20550.0
WIGAN BOROUGH,Donepezil,2016-09-01,23669.0
WIGAN BOROUGH,Donepezil,2016-10-01,20160.0
WIGAN BOROUGH,Donepezil,2016-11-01,23720.0
WIGAN BOROUGH,Donepezil,2016-12-01,21291.0
WIGAN BOROUGH,Donepezil,2017-01-01,22627.0
WIGAN BOROUGH,Donepezil,2017-02-01,19517.0
WIGAN BOROUGH,Donepezil,2017-03-01,23103.0
WIGAN BOROUGH,Donepezil,2017-04-01,20204.0
WIGAN BOROUGH,Donepezil,2017-05-01,20966.0
WIGAN BOROUGH,Donepezil,2017-06-01,22758.0
WIGAN BOROUGH,Donepezil,2017-07-01,22037.0
WIGAN BOROUGH,Donepezil,2017-08-01,21557.0
WIGAN BOROUGH,Donepezil,2017-09-01,22194.0
WIGAN BOROUGH,Donepezil,2017-10-01,21856.0
WIGAN BOROUGH,Donepezil,2017-11-01,20733.0
WIGAN BOROUGH,Donepezil,2017-12-01,21794.0
WIGAN BOROUGH,Donepezil,2018-01-01,21510.0
WIGAN BOROUGH,Donepezil,2018-02-01,19746.0
WIGAN BOROUGH,Donepezil,2018-03-01,21134.0
WIGAN BOROUGH,Donepezil,2018-04-01,21983.0
WIGAN BOROUGH,Donepezil,2018-05-01,21789.0
WIGAN BOROUGH,Donepezil,2018-06-01,21696.0
WIGAN BOROUGH,Donepezil,2018-07-01,21396.0
WIGAN BOROUGH,Donepezil,2018-08-01,22290.0
WIGAN BOROUGH,Donepezil,2018-09-01,22882.0
WIGAN BOROUGH,Donepezil,2018-10-01,23222.0
WIGAN BOROUGH,Donepezil,2018-11-01,24907.0
WIGAN BOROUGH,Donepezil,2018-12-01,23103.0
WIGAN BOROUGH,Donepezil,2019-01-01,23177.0
WIGAN BOROUGH,Donepezil,2019-02-01,22711.0
WIGAN BOROUGH,Donepezil,2019-03-01,24878.0
WIGAN BOROUGH,Donepezil,2019-04-01,24754.0
WIGAN BOROUGH,Donepezil,2019-05-01,25894.0
WIGAN BOROUGH,Donepezil,2019-06-01,22218.0
WIGAN BOROUGH,Donepezil,2019-07-01,26736.0
WIGAN BOROUGH,Donepezil,2019-08-01,27166.0
WIGAN BOROUGH,Donepezil,2019-09-01,25252.0
WIGAN BOROUGH,Donepezil,2019-10-01,25570.0
WIGAN BOROUGH,Donepezil,2019-11-01,24786.0
WIGAN BOROUGH,Donepezil,2019-12-01,25295.0
WIGAN BOROUGH,Donepezil,2020-01-01,26009.0
WIGAN BOROUGH,Donepezil,2020-02-01,23858.0
WIGAN BOROUGH,Donepezil,2020-03-01,24641.0
WIGAN BOROUGH,Donepezil,2020-04-01,25397.0
WIGAN BOROUGH,Donepezil,2020-05-01,24109.0
WIGAN BOROUGH,Donepezil,2020-06-01,24282.0
WIGAN BOROUGH,Donepezil,2020-07-01,24890.0
WIGAN BOROUGH,Donepezil,2020-08-01,22496.0
WIGAN BOROUGH,Donepezil,2020-09-01,22745.0
WIGAN BOROUGH,Donepezil,2020-10-01,24373.0
WIGAN BOROUGH,Donepezil,2020-11-01,22782.0
WIGAN BOROUGH,Donepezil,2020-12-01,25021.0
WIGAN BOROUGH,Galantamine,2014-01-01,5445.0
WIGAN BOROUGH,Galantamine,2014-02-01,4760.0
WIGAN BOROUGH,Galantamine,2014-03-01,6216.0
WIGAN BOROUGH,Galantamine,2014-04-01,5024.0
WIGAN BOROUGH,Galantamine,2014-05-01,5166.0
WIGAN BOROUGH,Galantamine,2014-06-01,4972.0
WIGAN BOROUGH,Galantamine,2014-07-01,5538.0
WIGAN BOROUGH,Galantamine,2014-08-01,5180.0
WIGAN BOROUGH,Galantamine,2014-09-01,5398.0
WIGAN BOROUGH,Galantamine,2014-10-01,5086.0
WIGAN BOROUGH,Galantamine,2014-11-01,4778.0
WIGAN BOROUGH,Galantamine,2014-12-01,5452.0
WIGAN BOROUGH,Galantamine,2015-01-01,4338.0
WIGAN BOROUGH,Galantamine,2015-02-01,3984.0
WIGAN BOROUGH,Galantamine,2015-03-01,4171.0
WIGAN BOROUGH,Galantamine,2015-04-01,3933.0
WIGAN BOROUGH,Galantamine,2015-05-01,3676.0
WIGAN BOROUGH,Galantamine,2015-06-01,3772.0
WIGAN BOROUGH,Galantamine,2015-07-01,4136.0
WIGAN BOROUGH,Galantamine,2015-08-01,4268.0
WIGAN BOROUGH,Galantamine,2015-09-01,4639.0
WIGAN BOROUGH,Galantamine,2015-10-01,3700.0
WIGAN BOROUGH,Galantamine,2015-11-01,3840.0
WIGAN BOROUGH,Galantamine,2015-12-01,4564.0
WIGAN BOROUGH,Galantamine,2016-01-01,2968.0
WIGAN BOROUGH,Galantamine,2016-02-01,3364.0
WIGAN BOROUGH,Galantamine,2016-03-01,3700.0
WIGAN BOROUGH,Galantamine,2016-04-01,3844.0
WIGAN BOROUGH,Galantamine,2016-05-01,3428.0
WIGAN BOROUGH,Galantamine,2016-06-01,3792.0
WIGAN BOROUGH,Galantamine,2016-07-01,3584.0
WIGAN BOROUGH,Galantamine,2016-08-01,3028.0
WIGAN BOROUGH,Galantamine,2016-09-01,3584.0
WIGAN BOROUGH,Galantamine,2016-10-01,2999.0
WIGAN BOROUGH,Galantamine,2016-11-01,3408.0
WIGAN BOROUGH,Galantamine,2016-12-01,3328.0
WIGAN BOROUGH,Galantamine,2017-01-01,2636.0
WIGAN BOROUGH,Galantamine,2017-02-01,2385.0
WIGAN BOROUGH,Galantamine,2017-03-01,2636.0
WIGAN BOROUGH,Galantamine,2017-04-01,2618.0
WIGAN BOROUGH,Galantamine,2017-05-01,2583.0
WIGAN BOROUGH,Galantamine,2017-06-01,2912.0
WIGAN BOROUGH,Galantamine,2017-07-01,3018.0
WIGAN BOROUGH,Galantamine,2017-08-01,3385.0
WIGAN BOROUGH,Galantamine,2017-09-01,3060.0
WIGAN BOROUGH,Galantamine,2017-10-01,2706.0
WIGAN BOROUGH,Galantamine,2017-11-01,2816.0
WIGAN BOROUGH,Galantamine,2017-12-01,2755.0
WIGAN BOROUGH,Galantamine,2018-01-01,2570.0
WIGAN BOROUGH,Galantamine,2018-02-01,2591.0
WIGAN BOROUGH,Galantamine,2018-03-01,2736.0
WIGAN BOROUGH,Galantamine,2018-04-01,2794.0
WIGAN BOROUGH,Galantamine,2018-05-01,3177.0
WIGAN BOROUGH,Galantamine,2018-06-01,3104.0
WIGAN BOROUGH,Galantamine,2018-07-01,3292.0
WIGAN BOROUGH,Galantamine,2018-08-01,3447.0
WIGAN BOROUGH,Galantamine,2018-09-01,3099.0
WIGAN BOROUGH,Galantamine,2018-10-01,3836.0
WIGAN BOROUGH,Galantamine,2018-11-01,3188.0
WIGAN BOROUGH,Galantamine,2018-12-01,3220.0
WIGAN BOROUGH,Galantamine,2019-01-01,2696.0
WIGAN BOROUGH,Galantamine,2019-02-01,2874.0
WIGAN BOROUGH,Galantamine,2019-03-01,3090.0
WIGAN BOROUGH,Galantamine,2019-04-01,2556.0
WIGAN BOROUGH,Galantamine,2019-05-01,2908.0
WIGAN BOROUGH,Galantamine,2019-06-01,2584.0
WIGAN BOROUGH,Galantamine,2019-07-01,2856.0
WIGAN BOROUGH,Galantamine,2019-08-01,3124.0
WIGAN BOROUGH,Galantamine,2019-09-01,2516.0
WIGAN BOROUGH,Galantamine,2019-10-01,2656.0
WIGAN BOROUGH,Galantamine,2019-11-01,2607.0
WIGAN BOROUGH,Galantamine,2019-12-01,2640.0
WIGAN BOROUGH,Galantamine,2020-01-01,2868.0
WIGAN BOROUGH,Galantamine,2020-02-01,2972.0
WIGAN BOROUGH,Galantamine,2020-03-01,2090.0
WIGAN BOROUGH,Galantamine,2020-04-01,2824.0
WIGAN BOROUGH,Galantamine,2020-05-01,2646.0
WIGAN BOROUGH,Galantamine,2020-06-01,2512.0
WIGAN BOROUGH,Galantamine,2020-07-01,2479.0
WIGAN BOROUGH,Galantamine,2020-08-01,2202.0
WIGAN BOROUGH,Galantamine,2020-09-01,2616.0
WIGAN BOROUGH,Galantamine,2020-10-01,2516.0
WIGAN BOROUGH,Galantamine,2020-11-01,2414.0
WIGAN BOROUGH,Galantamine,2020-12-01,2279.0
WIGAN BOROUGH,Memantine,2014-01-01,12322.0
WIGAN BOROUGH,Memantine,2014-02-01,11853.0
WIGAN BOROUGH,Memantine,2014-03-01,13056.0
WIGAN BOROUGH,Memantine,2014-04-01,12735.0
WIGAN BOROUGH,Memantine,2014-05-01,15142.0
WIGAN BOROUGH,Memantine,2014-06-01,13594.0
WIGAN BOROUGH,Memantine,2014-07-01,14082.0
WIGAN BOROUGH,Memantine,2014-08-01,13737.0
WIGAN BOROUGH,Memantine,2014-09-01,14080.0
WIGAN BOROUGH,Memantine,2014-10-01,15066.0
WIGAN BOROUGH,Memantine,2014-11-01,13056.0
WIGAN BOROUGH,Memantine,2014-12-01,15623.0
WIGAN BOROUGH,Memantine,2015-01-01,14530.0
WIGAN BOROUGH,Memantine,2015-02-01,11937.0
WIGAN BOROUGH,Memantine,2015-03-01,13861.0
WIGAN BOROUGH,Memantine,2015-04-01,14152.0
WIGAN BOROUGH,Memantine,2015-05-01,12595.0
WIGAN BOROUGH,Memantine,2015-06-01,13185.0
WIGAN BOROUGH,Memantine,2015-07-01,14654.0
WIGAN BOROUGH,Memantine,2015-08-01,12969.0
WIGAN BOROUGH,Memantine,2015-09-01,15713.0
WIGAN BOROUGH,Memantine,2015-10-01,14163.0
WIGAN BOROUGH,Memantine,2015-11-01,13657.0
WIGAN BOROUGH,Memantine,2015-12-01,15313.0
WIGAN BOROUGH,Memantine,2016-01-01,14038.0
WIGAN BOROUGH,Memantine,2016-02-01,12776.0
WIGAN BOROUGH,Memantine,2016-03-01,14721.0
WIGAN BOROUGH,Memantine,2016-04-01,14475.0
WIGAN BOROUGH,Memantine,2016-05-01,14060.0
WIGAN BOROUGH,Memantine,2016-06-01,15172.0
WIGAN BOROUGH,Memantine,2016-07-01,14617.0
WIGAN BOROUGH,Memantine,2016-08-01,14578.0
WIGAN BOROUGH,Memantine,2016-09-01,16010.0
WIGAN BOROUGH,Memantine,2016-10-01,14061.0
WIGAN BOROUGH,Memantine,2016-11-01,15686.0
WIGAN BOROUGH,Memantine,2016-12-01,14698.0
WIGAN BOROUGH,Memantine,2017-01-01,14377.0
WIGAN BOROUGH,Memantine,2017-02-01,12887.0
WIGAN BOROUGH,Memantine,2017-03-01,14675.0
WIGAN BOROUGH,Memantine,2017-04-01,12676.0
WIGAN BOROUGH,Memantine,2017-05-01,15163.0
WIGAN BOROUGH,Memantine,2017-06-01,15112.0
WIGAN BOROUGH,Memantine,2017-07-01,15490.0
WIGAN BOROUGH,Memantine,2017-08-01,14135.0
WIGAN BOROUGH,Memantine,2017-09-01,15513.0
WIGAN BOROUGH,Memantine,2017-10-01,15949.0
WIGAN BOROUGH,Memantine,2017-11-01,15293.0
WIGAN BOROUGH,Memantine,2017-12-01,15321.0
WIGAN BOROUGH,Memantine,2018-01-01,17083.0
WIGAN BOROUGH,Memantine,2018-02-01,15044.0
WIGAN BOROUGH,Memantine,2018-03-01,16256.0
WIGAN BOROUGH,Memantine,2018-04-01,17304.0
WIGAN BOROUGH,Memantine,2018-05-01,18119.0
WIGAN BOROUGH,Memantine,2018-06-01,16337.0
WIGAN BOROUGH,Memantine,2018-07-01,17155.0
WIGAN BOROUGH,Memantine,2018-08-01,17930.0
WIGAN BOROUGH,Memantine,2018-09-01,18368.0
WIGAN BOROUGH,Memantine,2018-10-01,18086.0
WIGAN BOROUGH,Memantine,2018-11-01,19927.0
WIGAN BOROUGH,Memantine,2018-12-01,18531.0
WIGAN BOROUGH,Memantine,2019-01-01,18417.0
WIGAN BOROUGH,Memantine,2019-02-01,17072.0
WIGAN BOROUGH,Memantine,2019-03-01,19581.0
WIGAN BOROUGH,Memantine,2019-04-01,19129.0
WIGAN BOROUGH,Memantine,2019-05-01,20261.0
WIGAN BOROUGH,Memantine,2019-06-01,16859.0
WIGAN BOROUGH,Memantine,2019-07-01,21023.0
WIGAN BOROUGH,Memantine,2019-08-01,21839.0
WIGAN BOROUGH,Memantine,2019-09-01,18834.0
WIGAN BOROUGH,Memantine,2019-10-01,22352.0
WIGAN BOROUGH,Memantine,2019-11-01,20356.0
WIGAN BOROUGH,Memantine,2019-12-01,20646.0
WIGAN BOROUGH,Memantine,2020-01-01,21001.0
WIGAN BOROUGH,Memantine,2020-02-01,19330.0
WIGAN BOROUGH,Memantine,2020-03-01,18895.0
WIGAN BOROUGH,Memantine,2020-04-01,20894.0
WIGAN BOROUGH,Memantine,2020-05-01,21015.0
WIGAN BOROUGH,Memantine,2020-06-01,20766.0
WIGAN BOROUGH,Memantine,2020-07-01,21341.0
WIGAN BOROUGH,Memantine,2020-08-01,20235.0
WIGAN BOROUGH,Memantine,2020-09-01,20277.0
WIGAN BOROUGH,Memantine,2020-10-01,23246.0
WIGAN BOROUGH,Memantine,2020-11-01,20135.0
WIGAN BOROUGH,Memantine,2020-12-01,23118.0
WIGAN BOROUGH,Rivastigmine,2014-01-01,5184.0
WIGAN BOROUGH,Rivastigmine,2014-02-01,3987.0
WIGAN BOROUGH,Rivastigmine,2014-03-01,4403.0
WIGAN BOROUGH,Rivastigmine,2014-04-01,4826.0
WIGAN BOROUGH,Rivastigmine,2014-05-01,5152.0
WIGAN BOROUGH,Rivastigmine,2014-06-01,5450.0
WIGAN BOROUGH,Rivastigmine,2014-07-01,4808.0
WIGAN BOROUGH,Rivastigmine,2014-08-01,5187.0
WIGAN BOROUGH,Rivastigmine,2014-09-01,6081.0
WIGAN BOROUGH,Rivastigmine,2014-10-01,5792.0
WIGAN BOROUGH,Rivastigmine,2014-11-01,4858.0
WIGAN BOROUGH,Rivastigmine,2014-12-01,6139.0
WIGAN BOROUGH,Rivastigmine,2015-01-01,5828.0
WIGAN BOROUGH,Rivastigmine,2015-02-01,5500.0
